Seller;Articulo;Stock;warehouse
E599;1198100;0;0001
E599;1198102;0;0001
E599;1198103;0;0001
E599;1200134;0;0001
E599;1200137;0;0001
E599;1200139;0;0001
E599;1201418;0;0001
E599;1201887;0;0001
E599;1202693;0;0001
E599;1202911;0;0001
E599;1203539;0;0001
E599;1203881;0;0001
E599;1203882;0;0001
E599;1204171;0;0001
E599;1205187;0;0001
E599;1205953;0;0001
E599;1206481;0;0001
E599;1206482;0;0001
E599;1206483;0;0001
E599;1206484;0;0001
E599;1206486;0;0001
E599;1206487;0;0001
E599;1206579;0;0001
E599;1206609;0;0001
E599;1206610;0;0001
E599;1206611;0;0001
E599;1206612;0;0001
E599;1206613;0;0001
E599;1206615;0;0001
E599;1206616;0;0001
E599;1206849;0;0001
E599;1207070;0;0001
E599;1207071;0;0001
E599;1207075;0;0001
E599;1207086;0;0001
E599;1207302;0;0001
E599;1207547;0;0001
E599;1207560;0;0001
E599;1207595;0;0001
E599;1208487;0;0001
E599;1208491;0;0001
E599;1208492;0;0001
E599;1208494;0;0001
E599;1208949;0;0001
E599;1208956;0;0001
E599;1209820;0;0001
E599;1209912;0;0001
E599;1210455;0;0001
E599;1210954;0;0001
E599;1212022;0;0001
E599;1212123;0;0001
E599;1212292;0;0001
E599;1212293;0;0001
E599;1212294;0;0001
E599;1212738;0;0001
E599;1212741;0;0001
E599;1212743;0;0001
E599;1213092;0;0001
E599;1213485;0;0001
E599;1213637;0;0001
E599;1214056;0;0001
E599;1214059;0;0001
E599;1214060;0;0001
E599;1214441;0;0001
E599;1214449;0;0001
E599;1214699;0;0001
E599;1214988;0;0001
E599;1214995;0;0001
E599;1215218;0;0001
E599;1215220;0;0001
E599;1215223;0;0001
E599;1215507;0;0001
E599;1215508;0;0001
E599;1216270;0;0001
E599;1216389;0;0001
E599;1216426;0;0001
E599;1216610;0;0001
E599;1217782;0;0001
E599;1217783;0;0001
E599;1217785;0;0001
E599;1218110;0;0001
E599;1218578;0;0001
E599;1218769;0;0001
E599;1218787;0;0001
E599;1218793;0;0001
E599;1219152;0;0001
E599;1219202;0;0001
E599;1219224;0;0001
E599;1219227;0;0001
E599;1219245;0;0001
E599;1219259;0;0001
E599;1219261;0;0001
E599;1219263;0;0001
E599;1219288;0;0001
E599;1219301;0;0001
E599;1219306;0;0001
E599;1219324;0;0001
E599;1219325;0;0001
E599;1219326;0;0001
E599;1219328;0;0001
E599;1219329;0;0001
E599;1219346;0;0001
E599;1219352;0;0001
E599;1219355;0;0001
E599;1219358;0;0001
E599;1219359;0;0001
E599;1219361;0;0001
E599;1219364;0;0001
E599;1219367;0;0001
E599;1219368;0;0001
E599;1219370;0;0001
E599;1219372;0;0001
E599;1219375;0;0001
E599;1219377;0;0001
E599;1219387;0;0001
E599;1219389;0;0001
E599;1219404;0;0001
E599;1219406;0;0001
E599;1219409;0;0001
E599;1219414;0;0001
E599;1219415;0;0001
E599;1219416;0;0001
E599;1219417;0;0001
E599;1219419;0;0001
E599;1219420;0;0001
E599;1219421;0;0001
E599;1219422;0;0001
E599;1219423;0;0001
E599;1219424;0;0001
E599;1219425;0;0001
E599;1219426;0;0001
E599;1219428;0;0001
E599;1219431;0;0001
E599;1219433;0;0001
E599;1219434;0;0001
E599;1219435;0;0001
E599;1219437;0;0001
E599;1219699;0;0001
E599;1219821;0;0001
E599;1219828;0;0001
E599;1219829;0;0001
E599;1219836;0;0001
E599;1219844;0;0001
E599;1219877;0;0001
E599;1219915;0;0001
E599;1219926;0;0001
E599;1219936;0;0001
E599;1219937;0;0001
E599;1219964;0;0001
E599;1219971;0;0001
E599;1219973;0;0001
E599;1219985;0;0001
E599;1219991;0;0001
E599;1219996;0;0001
E599;1219997;0;0001
E599;1220001;0;0001
E599;1220002;0;0001
E599;1220026;0;0001
E599;1220027;0;0001
E599;1220092;0;0001
E599;1220093;0;0001
E599;1220168;0;0001
E599;1220180;0;0001
E599;1220186;0;0001
E599;1220231;0;0001
E599;1220251;0;0001
E599;1220274;0;0001
E599;1220278;0;0001
E599;1220531;0;0001
E599;1221035;0;0001
E599;1221052;0;0001
E599;1221059;0;0001
E599;1221805;0;0001
E599;1221806;0;0001
E599;1221815;0;0001
E599;1221817;0;0001
E599;1221823;0;0001
E599;1221837;0;0001
E599;1221838;0;0001
E599;1221839;0;0001
E599;1221841;0;0001
E599;1221842;0;0001
E599;1221847;0;0001
E599;1221855;0;0001
E599;1221857;0;0001
E599;1221858;0;0001
E599;1221861;0;0001
E599;1221888;0;0001
E599;1221891;0;0001
E599;1221892;0;0001
E599;1221894;0;0001
E599;1221895;0;0001
E599;1221896;0;0001
E599;1221897;0;0001
E599;1221898;0;0001
E599;1221910;0;0001
E599;1221913;0;0001
E599;1221924;0;0001
E599;1221935;0;0001
E599;1222494;0;0001
E599;1222496;0;0001
E599;1222497;0;0001
E599;1223903;0;0001
E599;1223904;0;0001
E599;1223905;0;0001
E599;1223908;0;0001
E599;1223977;0;0001
E599;1224841;0;0001
E599;1227016;0;0001
E599;1227017;0;0001
E599;1227020;0;0001
E599;1227023;0;0001
E599;1228861;0;0001
E599;1228865;0;0001
E599;1228867;0;0001
E599;1229649;0;0001
E599;1229651;0;0001
E599;1229652;0;0001
E599;1229653;0;0001
E599;1231522;0;0001
E599;1231523;0;0001
E599;1232000;0;0001
E599;1232001;0;0001
E599;1232455;0;0001
E599;1232456;0;0001
E599;1232718;0;0001
E599;1233122;0;0001
E599;1233258;0;0001
E599;1233416;0;0001
E599;1234654;0;0001
E599;1234711;0;0001
E599;1235684;0;0001
E599;1235691;0;0001
E599;1235699;0;0001
E599;1236164;0;0001
E599;1236320;0;0001
E599;1236325;0;0001
E599;1236326;0;0001
E599;1236327;0;0001
E599;1236332;0;0001
E599;1236334;0;0001
E599;1236341;0;0001
E599;1236346;0;0001
E599;1236349;0;0001
E599;1236350;0;0001
E599;1236351;0;0001
E599;1236359;0;0001
E599;1236365;0;0001
E599;1236366;0;0001
E599;1236367;0;0001
E599;1236386;0;0001
E599;1236387;0;0001
E599;1236392;0;0001
E599;1236394;0;0001
E599;1237114;0;0001
E599;1237129;0;0001
E599;1237131;0;0001
E599;1237133;0;0001
E599;1237134;0;0001
E599;1237167;0;0001
E599;1237202;0;0001
E599;1237867;0;0001
E599;1237869;0;0001
E599;1238253;0;0001
E599;1239902;0;0001
E599;1240013;0;0001
E599;1240014;0;0001
E599;1240015;0;0001
E599;1240148;0;0001
E599;1240291;0;0001
E599;1240295;0;0001
E599;1240540;0;0001
E599;1240541;0;0001
E599;1240545;0;0001
E599;1240546;0;0001
E599;1241954;0;0001
E599;1242094;0;0001
E599;1242095;0;0001
E599;1243198;0;0001
E599;1244659;0;0001
E599;1244717;0;0001
E599;1244840;0;0001
E599;1244850;0;0001
E599;1244925;0;0001
E599;1245285;0;0001
E599;1246093;0;0001
E599;1246626;0;0001
E599;1246887;0;0001
E599;1246894;0;0001
E599;1246895;0;0001
E599;1246896;0;0001
E599;1247434;0;0001
E599;1248040;0;0001
E599;1248323;0;0001
E599;1249249;0;0001
E599;1249503;0;0001
E599;1249504;0;0001
E599;1249770;0;0001
E599;1250010;0;0001
E599;1250782;0;0001
E599;1250786;0;0001
E599;1250787;0;0001
E599;1250789;0;0001
E599;1250794;0;0001
E599;1251499;0;0001
E599;1251583;0;0001
E599;1251588;0;0001
E599;1252037;0;0001
E599;1252038;0;0001
E599;1252137;0;0001
E599;1252678;0;0001
E599;1252679;0;0001
E599;1252688;0;0001
E599;1252873;0;0001
E599;1253027;0;0001
E599;1253028;0;0001
E599;1253029;0;0001
E599;1253233;0;0001
E599;1253303;0;0001
E599;1253312;0;0001
E599;1253314;0;0001
E599;1253320;0;0001
E599;1253321;0;0001
E599;1253322;0;0001
E599;1253323;0;0001
E599;1253324;0;0001
E599;1253325;0;0001
E599;1253326;0;0001
E599;1253327;0;0001
E599;1253328;0;0001
E599;1253329;0;0001
E599;1253330;0;0001
E599;1253366;0;0001
E599;1253368;0;0001
E599;1253370;0;0001
E599;1253397;0;0001
E599;1253400;0;0001
E599;1253402;0;0001
E599;1253403;0;0001
E599;1253404;0;0001
E599;1253811;0;0001
E599;1253859;0;0001
E599;1253861;0;0001
E599;1253874;0;0001
E599;1254300;0;0001
E599;1254339;0;0001
E599;1254582;0;0001
E599;1254583;0;0001
E599;1254584;0;0001
E599;1254585;0;0001
E599;1254586;0;0001
E599;1254589;0;0001
E599;1254590;0;0001
E599;1254591;0;0001
E599;1254592;0;0001
E599;1254594;0;0001
E599;1254595;0;0001
E599;1254597;0;0001
E599;1254598;0;0001
E599;1254853;0;0001
E599;1254863;0;0001
E599;1255237;0;0001
E599;1255239;0;0001
E599;1255730;0;0001
E599;1255738;0;0001
E599;1255739;0;0001
E599;1255747;0;0001
E599;1255749;0;0001
E599;1255751;0;0001
E599;1255754;0;0001
E599;1255755;0;0001
E599;1255756;0;0001
E599;1255757;0;0001
E599;1255760;0;0001
E599;1255761;0;0001
E599;1255762;0;0001
E599;1255763;0;0001
E599;1255765;0;0001
E599;1255766;0;0001
E599;1255767;0;0001
E599;1255768;0;0001
E599;1255779;0;0001
E599;1255780;0;0001
E599;1255781;0;0001
E599;1255782;0;0001
E599;1255783;0;0001
E599;1255784;0;0001
E599;1255785;0;0001
E599;1255786;0;0001
E599;1255787;0;0001
E599;1255788;0;0001
E599;1255791;0;0001
E599;1255795;0;0001
E599;1255796;0;0001
E599;1255798;0;0001
E599;1255799;0;0001
E599;1256044;0;0001
E599;1256100;0;0001
E599;1256101;0;0001
E599;1256102;0;0001
E599;1256106;0;0001
E599;1256108;0;0001
E599;1256109;0;0001
E599;1256110;0;0001
E599;1256112;0;0001
E599;1256113;0;0001
E599;1256114;0;0001
E599;1256115;0;0001
E599;1256116;0;0001
E599;1256117;0;0001
E599;1256118;0;0001
E599;1256119;0;0001
E599;1256120;0;0001
E599;1256121;0;0001
E599;1256122;0;0001
E599;1256123;0;0001
E599;1256124;0;0001
E599;1256126;0;0001
E599;1256128;0;0001
E599;1256129;0;0001
E599;1256130;0;0001
E599;1256131;0;0001
E599;1256132;0;0001
E599;1256137;0;0001
E599;1256138;0;0001
E599;1256139;0;0001
E599;1256140;0;0001
E599;1256141;0;0001
E599;1256143;0;0001
E599;1256146;0;0001
E599;1256147;0;0001
E599;1256148;0;0001
E599;1256152;0;0001
E599;1256154;0;0001
E599;1256156;0;0001
E599;1256157;0;0001
E599;1256158;0;0001
E599;1256164;0;0001
E599;1256165;0;0001
E599;1256166;0;0001
E599;1256182;0;0001
E599;1256183;0;0001
E599;1256184;0;0001
E599;1256185;0;0001
E599;1256186;0;0001
E599;1256189;0;0001
E599;1256190;0;0001
E599;1256191;0;0001
E599;1256192;0;0001
E599;1256202;0;0001
E599;1256203;0;0001
E599;1256204;0;0001
E599;1256205;0;0001
E599;1256207;0;0001
E599;1256208;0;0001
E599;1256212;0;0001
E599;1256213;0;0001
E599;1256226;0;0001
E599;1256300;0;0001
E599;1256303;0;0001
E599;1256309;0;0001
E599;1256310;0;0001
E599;1256311;0;0001
E599;1256314;0;0001
E599;1256315;0;0001
E599;1256316;0;0001
E599;1256319;0;0001
E599;1256321;0;0001
E599;1256323;0;0001
E599;1256324;0;0001
E599;1256326;0;0001
E599;1256327;0;0001
E599;1256328;0;0001
E599;1256333;0;0001
E599;1256334;0;0001
E599;1256335;0;0001
E599;1256336;0;0001
E599;1256337;0;0001
E599;1256356;0;0001
E599;1256360;0;0001
E599;1256365;0;0001
E599;1256382;0;0001
E599;1256394;0;0001
E599;1256395;0;0001
E599;1256396;0;0001
E599;1256397;0;0001
E599;1256398;0;0001
E599;1256400;0;0001
E599;1256403;0;0001
E599;1256404;0;0001
E599;1256405;0;0001
E599;1256406;0;0001
E599;1256408;0;0001
E599;1256409;0;0001
E599;1256411;0;0001
E599;1256412;0;0001
E599;1256419;0;0001
E599;1256420;0;0001
E599;1256421;0;0001
E599;1256424;0;0001
E599;1256425;0;0001
E599;1256426;0;0001
E599;1256427;0;0001
E599;1256430;0;0001
E599;1256431;0;0001
E599;1256434;0;0001
E599;1256435;0;0001
E599;1256436;0;0001
E599;1256438;0;0001
E599;1256439;0;0001
E599;1256440;0;0001
E599;1256441;0;0001
E599;1256442;0;0001
E599;1256443;0;0001
E599;1256444;0;0001
E599;1256445;0;0001
E599;1256446;0;0001
E599;1256447;0;0001
E599;1256448;0;0001
E599;1256450;0;0001
E599;1256454;0;0001
E599;1256455;0;0001
E599;1256456;0;0001
E599;1256470;0;0001
E599;1256471;0;0001
E599;1256472;0;0001
E599;1256482;0;0001
E599;1256510;0;0001
E599;1256511;0;0001
E599;1256570;0;0001
E599;1256571;0;0001
E599;1256574;0;0001
E599;1256607;0;0001
E599;1256882;0;0001
E599;1256883;0;0001
E599;1256884;0;0001
E599;1256890;0;0001
E599;1256891;0;0001
E599;1256895;0;0001
E599;1256896;0;0001
E599;1256897;0;0001
E599;1256898;0;0001
E599;1256922;0;0001
E599;1256923;0;0001
E599;1256925;0;0001
E599;1256929;0;0001
E599;1256930;0;0001
E599;1256947;0;0001
E599;1256948;0;0001
E599;1256951;0;0001
E599;1256959;0;0001
E599;1256964;0;0001
E599;1256966;0;0001
E599;1256972;0;0001
E599;1256974;0;0001
E599;1256980;0;0001
E599;1257023;0;0001
E599;1257098;0;0001
E599;1257113;0;0001
E599;1257119;0;0001
E599;1257263;0;0001
E599;1257931;0;0001
E599;1260406;0;0001
E599;1260408;0;0001
E599;1260424;0;0001
E599;1260439;0;0001
E599;1260467;0;0001
E599;1260473;0;0001
E599;1260594;0;0001
E599;1260876;0;0001
E599;1261814;0;0001
E599;1261823;0;0001
E599;1261832;0;0001
E599;1262015;0;0001
E599;1262016;0;0001
E599;1262017;0;0001
E599;1262145;0;0001
E599;1262146;0;0001
E599;1262167;0;0001
E599;1262182;0;0001
E599;1262183;0;0001
E599;1262184;0;0001
E599;1262185;0;0001
E599;1262186;0;0001
E599;1262187;0;0001
E599;1262188;0;0001
E599;1262189;0;0001
E599;1262964;0;0001
E599;1262965;0;0001
E599;1263542;0;0001
E599;1263543;0;0001
E599;1264196;0;0001
E599;1264604;0;0001
E599;1264735;0;0001
E599;1264818;0;0001
E599;1264819;0;0001
E599;1264820;0;0001
E599;1264821;0;0001
E599;1264825;0;0001
E599;1265039;0;0001
E599;1265452;0;0001
E599;1265556;0;0001
E599;1266174;0;0001
E599;1266175;0;0001
E599;1266176;0;0001
E599;1266229;0;0001
E599;1266795;0;0001
E599;1266799;0;0001
E599;1267425;0;0001
E599;1267426;0;0001
E599;1267600;0;0001
E599;1267601;0;0001
E599;1267602;0;0001
E599;1267605;0;0001
E599;1267612;0;0001
E599;1267877;0;0001
E599;1267884;0;0001
E599;1268301;0;0001
E599;1268417;0;0001
E599;1268598;0;0001
E599;1268599;0;0001
E599;1269046;0;0001
E599;1270367;0;0001
E599;1271233;0;0001
E599;1271246;0;0001
E599;1271965;0;0001
E599;1272660;0;0001
E599;1274005;0;0001
E599;1274006;0;0001
E599;1274008;0;0001
E599;1274521;0;0001
E599;1274538;0;0001
E599;1274560;0;0001
E599;1274670;0;0001
E599;1274672;0;0001
E599;1275187;0;0001
E599;1275188;0;0001
E599;1275189;0;0001
E599;1275190;0;0001
E599;1275191;0;0001
E599;1276694;0;0001
E599;1276695;0;0001
E599;1276848;0;0001
E599;1276849;0;0001
E599;1276851;0;0001
E599;1276855;0;0001
E599;1276856;0;0001
E599;1276857;0;0001
E599;1276864;0;0001
E599;1276876;0;0001
E599;1276877;0;0001
E599;1276878;0;0001
E599;1276883;0;0001
E599;1276884;0;0001
E599;1276885;0;0001
E599;1276891;0;0001
E599;1276893;0;0001
E599;1277248;0;0001
E599;1277249;0;0001
E599;1277250;0;0001
E599;1277251;0;0001
E599;1277252;0;0001
E599;1277253;0;0001
E599;1277254;0;0001
E599;1277255;0;0001
E599;1277256;0;0001
E599;1277257;0;0001
E599;1277258;0;0001
E599;1277259;0;0001
E599;1277260;0;0001
E599;1277261;0;0001
E599;1277262;0;0001
E599;1277263;0;0001
E599;1277264;0;0001
E599;1277265;0;0001
E599;1277266;0;0001
E599;1277267;0;0001
E599;1277268;0;0001
E599;1277269;0;0001
E599;1277271;0;0001
E599;1277272;0;0001
E599;1277275;0;0001
E599;1277277;0;0001
E599;1277280;0;0001
E599;1277281;0;0001
E599;1277282;0;0001
E599;1277283;0;0001
E599;1277284;0;0001
E599;1277320;0;0001
E599;1277321;0;0001
E599;1277576;0;0001
E599;1277577;0;0001
E599;1277578;0;0001
E599;817555;0;0001
E599;1277581;0;0001
E599;1277657;0;0001
E599;1277986;0;0001
E599;1277987;0;0001
E599;1277988;0;0001
E599;1277989;0;0001
E599;1277990;0;0001
E599;1277991;0;0001
E599;1277992;0;0001
E599;1277994;0;0001
E599;1278215;0;0001
E599;1278216;0;0001
E599;1278504;0;0001
E599;1278510;0;0001
E599;1278519;0;0001
E599;1278520;0;0001
E599;1278563;0;0001
E599;1278564;0;0001
E599;817556;0;0001
E599;1278569;0;0001
E599;1278937;0;0001
E599;1279085;0;0001
E599;1279086;0;0001
E599;1279285;0;0001
E599;1279839;0;0001
E599;1280239;0;0001
E599;1280899;0;0001
E599;1280941;0;0001
E599;1281273;0;0001
E599;1282554;0;0001
E599;1284059;0;0001
E599;1284060;0;0001
E599;1286323;0;0001
E599;1286324;0;0001
E599;1286325;0;0001
E599;1286326;0;0001
E599;1286327;0;0001
E599;1286329;0;0001
E599;1286990;0;0001
E599;1287177;0;0001
E599;1287301;0;0001
E599;1287636;0;0001
E599;1288925;0;0001
E599;1291211;0;0001
E599;1291212;0;0001
E599;1291214;0;0001
E599;1293258;0;0001
E599;1293412;0;0001
E599;1432321;0;0001
E599;1575028;0;0001
E599;1575029;0;0001
E599;1575593;0;0001
E599;1575598;0;0001
E599;1575600;0;0001
E599;1676543;0;0001
E599;1676553;0;0001
E599;1680818;0;0001
E599;1680821;0;0001
E599;1680823;0;0001
E599;1681846;0;0001
E599;1778281;0;0001
E599;1818788;0;0001
E599;1879016;0;0001
E599;1905528;0;0001
E599;1959962;0;0001
E599;2216143;0;0001
E599;2234037;0;0001
E599;2259977;0;0001
E599;9002055;0;0001
E599;9002094;0;0001
E599;9003501;0;0001
E599;9004239;0;0001
E599;9004247;0;0001
E599;9007045;0;0001
E599;9007049;0;0001
E599;9007051;0;0001
E599;9007438;0;0001
E599;9007446;0;0001
E599;9007447;0;0001
E599;9008446;0;0001
E599;9009536;0;0001
E599;9009539;0;0001
E599;9009607;0;0001
E599;9010398;0;0001
E599;9010407;0;0001
E599;9010416;0;0001
E599;9010417;0;0001
E599;9010419;0;0001
E599;9010420;0;0001
E599;9010423;0;0001
E599;9010424;0;0001
E599;9010425;0;0001
E599;9010426;0;0001
E599;9013003;0;0001
E599;771601002;0;0001
E599;771601003;0;0001
E599;888154001;0;0001
E599;888154002;0;0001
E599;888154003;0;0001
E599;888154004;0;0001
E599;893011001;0;0001
E599;908010001;0;0001
E599;908010005;0;0001
E599;1120212002;0;0001
E599;1120315001;0;0001
E599;1120315002;0;0001
E599;1128088001;0;0001
E599;1131316001;0;0001
E599;1131319001;0;0001
E599;1134430001;0;0001
E599;1134430003;0;0001
E599;1153072001;0;0001
E599;1153072002;0;0001
E599;1156242001;0;0001
E599;1156242003;0;0001
E599;1156245001;0;0001
E599;1156245002;0;0001
E599;1156245004;0;0001
E599;1156541001;0;0001
