sellers;sku_sap;stock_seguridad
E525;1197190;10000
E525;1203903;10000
E525;1207650;10000
E525;1207177;10000
E525;1207647;10000
E525;1207648;10000
E525;1208244;10000
E525;1220453;10000
E525;1233205;10000
E525;1253915;10000
E525;1259610;10000
E525;1280901;10000
E525;1283219;10000
E525;1283220;10000
E525;1284432;10000
E525;1285929;10000
E525;1290828;10000
E525;1293961;10000
E525;1294190;10000
E525;1295143;10000
E525;1298616;10000
E525;1298617;10000
E525;1298618;10000
E525;1299319;10000
E525;1301689;10000
E525;1301690;10000
E525;1301691;10000
E525;1302136;10000
E525;1302703;10000
E525;1303205;10000
E525;1302927;10000
E525;1302928;10000
E525;1302929;10000
E525;1304370;10000
E525;1304884;10000
E525;1304885;10000
E525;1310284;10000
E525;1310287;10000
E525;1313737;10000
E525;1313687;10000
E525;1314600;10000
E525;1314603;10000
E525;1314619;10000
E525;1314807;10000
E525;1315344;10000
E525;1315345;10000
E525;1320951;10000
E525;1328250;10000
E525;1328251;10000
E525;1327996;10000
E525;1328396;10000
E525;1328395;10000
E525;1328513;10000
E525;1330009;10000
E525;1330010;10000
E525;1332029;10000
E525;1333323;10000
E525;1335512;10000
E525;1335815;10000
E525;1339004;10000
E525;1340812;10000
E525;1340813;10000
E525;1343569;10000
E525;1343571;10000
E525;1345656;10000
E525;1345657;10000
E525;1345658;10000
E525;1346325;10000
E525;1346326;10000
E525;1346327;10000
E525;1346504;10000
E525;1348097;10000
E525;1351190;10000
E525;1354165;10000
E525;1354166;10000
E525;1118969;10000
E525;1137848;10000
E525;1174765;10000
E525;1269615;10000
E525;1277689;10000
E525;1277615;10000
E525;1277616;10000
E525;1300057;10000
E525;1300059;10000
E525;1311877;10000
E525;1311879;10000
E525;1323157;10000
E525;105852;10000
E525;105854;10000
E525;151045;10000
E525;151046;10000
E525;151047;10000
E525;151048;10000
E525;151052;10000
E525;151432;10000
E525;151454;10000
E525;151455;10000
E525;151177;10000
E525;151178;10000
E525;151179;10000
E525;151180;10000
E525;151191;10000
E525;151192;10000
E525;151054;10000
E525;151056;10000
E525;151058;10000
E525;151059;10000
E525;151060;10000
E525;151061;10000
E525;151062;10000
E525;151063;10000
E525;151064;10000
E525;151065;10000
E525;151066;10000
E525;151067;10000
E525;151068;10000
E525;151069;10000
E525;151070;10000
E525;151071;10000
E525;151072;10000
E525;151608;10000
E525;151654;10000
E525;151378;10000
E525;151397;10000
E525;151400;10000
E525;151106;10000
E525;151108;10000
E525;151114;10000
E525;151115;10000
E525;151116;10000
E525;151513;10000
E525;151514;10000
E525;151517;10000
E525;151460;10000
E525;151465;10000
E525;151467;10000
E525;151469;10000
E525;151472;10000
E525;151473;10000
E525;151478;10000
E525;151479;10000
E525;151481;10000
E525;151482;10000
E525;151483;10000
E525;151486;10000
E525;151119;10000
E525;151167;10000
E525;151168;10000
E525;151176;10000
E525;151568;10000
E525;151579;10000
E525;151584;10000
E525;151585;10000
E525;151587;10000
E525;151588;10000
E525;151589;10000
E525;151590;10000
E525;151596;10000
E525;151597;10000
E525;151603;10000
E525;151604;10000
E525;151606;10000
E525;151607;10000
E525;151827;10000
E525;151831;10000
E525;151832;10000
E525;151834;10000
E525;151787;10000
E525;151788;10000
E525;151790;10000
E525;151791;10000
E525;151803;10000
E525;151806;10000
E525;151812;10000
E525;151816;10000
E525;151823;10000
E525;151946;10000
E525;151947;10000
E525;152911;10000
E525;152378;10000
E525;152379;10000
E525;152380;10000
E525;152381;10000
E525;152383;10000
E525;152386;10000
E525;152388;10000
E525;152389;10000
E525;152390;10000
E525;152391;10000
E525;152418;10000
E525;152421;10000
E525;152422;10000
E525;195231;10000
E525;194835;10000
E525;194836;10000
E525;194837;10000
E525;194838;10000
E525;194839;10000
E525;194840;10000
E525;194841;10000
E525;194842;10000
E525;194843;10000
E525;194844;10000
E525;194845;10000
E525;216578;10000
E525;216579;10000
E525;231820;10000
E525;245069;10000
E525;245070;10000
E525;245071;10000
E525;244645;10000
E525;361083;10000
E525;376705;10000
E525;376706;10000
E525;376707;10000
E525;376709;10000
E525;376710;10000
E525;385088;10000
E525;385092;10000
E525;426519;10000
E525;441163;10000
E525;441164;10000
E525;449518;10000
E525;449519;10000
E525;449520;10000
E525;464545;10000
E525;509544;10000
E525;509550;10000
E525;509551;10000
E525;509558;10000
E525;509559;10000
E525;509560;10000
E525;534681;10000
E525;534682;10000
E525;534684;10000
E525;534903;10000
E525;536947;10000
E525;540537;10000
E525;581084;10000
E525;590641;10000
E525;590644;10000
E525;590720;10000
E525;590775;10000
E525;590776;10000
E525;590777;10000
E525;590781;10000
E525;590748;10000
E525;590750;10000
E525;590751;10000
E525;590752;10000
E525;590754;10000
E525;590755;10000
E525;590865;10000
E525;590689;10000
E525;590690;10000
E525;590691;10000
E525;590695;10000
E525;590696;10000
E525;590697;10000
E525;590698;10000
E525;590725;10000
E525;590726;10000
E525;590727;10000
E525;590728;10000
E525;590729;10000
E525;590730;10000
E525;590731;10000
E525;590732;10000
E525;590733;10000
E525;590738;10000
E525;590740;10000
E525;590741;10000
E525;590743;10000
E525;590744;10000
E525;590745;10000
E525;590746;10000
E525;590747;10000
E525;592605;10000
E525;592606;10000
E525;592607;10000
E525;592608;10000
E525;600582;10000
E525;621988;10000
E525;641220;10000
E525;643144;10000
E525;649169;10000
E525;649170;10000
E525;649171;10000
E525;684535;10000
E525;692565;10000
E525;823833;10000
E525;823834;10000
E525;823835;10000
E525;823836;10000
E525;823840;10000
E525;823841;10000
E525;823844;10000
E525;823845;10000
E525;823846;10000
E525;823847;10000
E525;825632;10000
E525;825833;10000
E525;825834;10000
E525;825837;10000
E525;825838;10000
E525;826491;10000
E525;826492;10000
E525;826493;10000
E525;826494;10000
E525;831029;10000
E525;831032;10000
E525;831035;10000
E525;831036;10000
E525;831037;10000
E525;831038;10000
E525;835601;10000
E525;835602;10000
E525;835603;10000
E525;835605;10000
E525;835611;10000
E525;864110;10000
E525;864111;10000
E525;864118;10000
E525;864119;10000
E525;864133;10000
E525;864105;10000
E525;864106;10000
E525;864107;10000
E525;864136;10000
E525;864139;10000
E525;864143;10000
E525;864153;10000
E525;864159;10000
E525;864160;10000
E525;864161;10000
E525;864162;10000
E525;864163;10000
E525;864167;10000
E525;864168;10000
E525;864170;10000
E525;864171;10000
E525;864172;10000
E525;864173;10000
E525;864178;10000
E525;871118;10000
E525;871120;10000
E525;871125;10000
E525;871126;10000
E525;871127;10000
E525;878008;10000
E525;878009;10000
E525;878015;10000
E525;878016;10000
E525;878017;10000
E525;878018;10000
E525;878019;10000
E525;878020;10000
E525;878021;10000
E525;878022;10000
E525;878023;10000
E525;897533;10000
E525;898799;10000
E525;903574;10000
E525;903575;10000
E525;903577;10000
E525;903578;10000
E525;903579;10000
E525;918483;10000
E525;918484;10000
E525;918485;10000
E525;918486;10000
E525;926194;10000
E525;926434;10000
E525;926435;10000
E525;926437;10000
E525;926438;10000
E525;926439;10000
E525;932805;10000
E525;934492;10000
E525;939208;10000
E525;939209;10000
E525;941543;10000
E525;941548;10000
E525;941555;10000
E525;1023075;10000
E525;1039689;10000
E525;1044309;10000
E525;1044329;10000
E525;1044331;10000
E525;1047721;10000
E525;1047722;10000
E525;1047723;10000
E525;1047724;10000
E525;1047725;10000
E525;1047726;10000
E525;1047727;10000
E525;1047728;10000
E525;1047729;10000
E525;1048736;10000
E525;1048737;10000
E525;1048738;10000
E525;1048739;10000
E525;1048740;10000
E525;1048742;10000
E525;1048743;10000
E525;1048744;10000
E525;1048745;10000
E525;1048746;10000
E525;1048747;10000
E525;1048748;10000
E525;1048749;10000
E525;1048750;10000
E525;1048751;10000
E525;1048752;10000
E525;1048753;10000
E525;1048754;10000
E525;1048755;10000
E525;1048756;10000
E525;1048760;10000
E525;1047742;10000
E525;1047743;10000
E525;1047744;10000
E525;1047746;10000
E525;1047748;10000
E525;1047750;10000
E525;1047755;10000
E525;1047756;10000
E525;1047757;10000
E525;1047758;10000
E525;1047759;10000
E525;1047760;10000
E525;1047761;10000
E525;1047764;10000
E525;1048656;10000
E525;1048659;10000
E525;1048660;10000
E525;1048668;10000
E525;1048669;10000
E525;1048670;10000
E525;1048671;10000
E525;1048672;10000
E525;1048673;10000
E525;1048674;10000
E525;1048675;10000
E525;1048676;10000
E525;1048677;10000
E525;1049067;10000
E525;1049069;10000
E525;1049071;10000
E525;1049077;10000
E525;1049078;10000
E525;1049079;10000
E525;1049080;10000
E525;1049081;10000
E525;1049082;10000
E525;1049083;10000
E525;1049084;10000
E525;1049085;10000
E525;1049086;10000
E525;1049087;10000
E525;1049088;10000
E525;1048634;10000
E525;1048635;10000
E525;1048636;10000
E525;1048637;10000
E525;1048638;10000
E525;1048640;10000
E525;1048641;10000
E525;1048643;10000
E525;1048645;10000
E525;1048646;10000
E525;1048647;10000
E525;1048648;10000
E525;1048649;10000
E525;1048650;10000
E525;1048651;10000
E525;1048652;10000
E525;1048653;10000
E525;1048722;10000
E525;1048723;10000
E525;1048724;10000
E525;1048725;10000
E525;1048726;10000
E525;1048727;10000
E525;1048728;10000
E525;1048729;10000
E525;1048730;10000
E525;1048731;10000
E525;1048732;10000
E525;1048733;10000
E525;1048734;10000
E525;1048682;10000
E525;1048683;10000
E525;1048684;10000
E525;1048688;10000
E525;1048689;10000
E525;1048695;10000
E525;1048696;10000
E525;1048697;10000
E525;1048698;10000
E525;1048699;10000
E525;1048761;10000
E525;1048762;10000
E525;1048771;10000
E525;1048775;10000
E525;1048782;10000
E525;1048783;10000
E525;1048784;10000
E525;1048786;10000
E525;1049608;10000
E525;1049614;10000
E525;1049615;10000
E525;1049616;10000
E525;1049617;10000
E525;1049815;10000
E525;1049816;10000
E525;1049817;10000
E525;1049831;10000
E525;1049836;10000
E525;1049838;10000
E525;1049839;10000
E525;1049840;10000
E525;1048790;10000
E525;1048792;10000
E525;1048794;10000
E525;1048795;10000
E525;1048796;10000
E525;1048797;10000
E525;1048798;10000
E525;1048799;10000
E525;1049058;10000
E525;1049062;10000
E525;1049065;10000
E525;1049212;10000
E525;1049213;10000
E525;1049603;10000
E525;1049604;10000
E525;1049935;10000
E525;1049936;10000
E525;1049938;10000
E525;1049940;10000
E525;1049214;10000
E525;1049216;10000
E525;1049217;10000
E525;1049218;10000
E525;1049219;10000
E525;1049220;10000
E525;1049221;10000
E525;1049222;10000
E525;1049223;10000
E525;1049800;10000
E525;1049801;10000
E525;1049802;10000
E525;1049803;10000
E525;1049807;10000
E525;1049814;10000
E525;1049972;10000
E525;1049973;10000
E525;1049979;10000
E525;1049841;10000
E525;1049845;10000
E525;1049855;10000
E525;1049856;10000
E525;1049857;10000
E525;1049858;10000
E525;1049859;10000
E525;1049862;10000
E525;1049949;10000
E525;1049955;10000
E525;1049958;10000
E525;1049962;10000
E525;1049963;10000
E525;1049966;10000
E525;1049969;10000
E525;1049970;10000
E525;1049971;10000
E525;1049887;10000
E525;1049889;10000
E525;1049890;10000
E525;1049893;10000
E525;1050112;10000
E525;1055265;10000
E525;1055273;10000
E525;1056299;10000
E525;1057700;10000
E525;1057701;10000
E525;1057702;10000
E525;1057703;10000
E525;1057704;10000
E525;1059616;10000
E525;1059614;10000
E525;1061174;10000
E525;1061175;10000
E525;1069464;10000
E525;1069465;10000
E525;1069466;10000
E525;1069468;10000
E525;1069469;10000
E525;1069470;10000
E525;1069471;10000
E525;1069472;10000
E525;1069473;10000
E525;1069474;10000
E525;1074839;10000
E525;1074834;10000
E525;1074835;10000
E525;1074836;10000
E525;1079529;10000
E525;1100189;10000
E525;1100181;10000
E525;1100182;10000
E525;1100183;10000
E525;1106408;10000
E525;1106409;10000
E525;1106410;10000
E525;1106415;10000
E525;1106416;10000
E525;1106417;10000
E525;1106418;10000
E525;1106419;10000
E525;1106420;10000
E525;1106421;10000
E525;1106422;10000
E525;1106423;10000
E525;1106424;10000
E525;1106425;10000
E525;1108458;10000
E525;1109962;10000
E525;1109963;10000
E525;1119911;10000
E525;1122657;10000
E525;1126207;10000
E525;1127115;10000
E525;1132702;10000
E525;1132703;10000
E525;1132704;10000
E525;1132705;10000
E525;1132706;10000
E525;1132707;10000
E525;1132708;10000
E525;1132709;10000
E525;1134450;10000
E525;1136221;10000
E525;1142485;10000
E525;1145024;10000
E525;1145025;10000
E525;1145039;10000
E525;1146970;10000
E525;1148260;10000
E525;1148267;10000
E525;1155306;10000
E525;1155307;10000
E525;1155308;10000
E525;1155309;10000
E525;1155310;10000
E525;1155311;10000
E525;1155312;10000
E525;1155314;10000
E525;1155315;10000
E525;1155316;10000
E525;1160510;10000
E525;1162699;10000
E525;1164226;10000
E525;1164227;10000
E525;1164228;10000
E525;1164229;10000
E525;1164232;10000
E525;1164234;10000
E525;1164304;10000
E525;1172360;10000
E525;1172361;10000
E525;1172362;10000
E525;1172363;10000
E525;1172352;10000
E525;1172354;10000
E525;1172355;10000
E525;1172356;10000
E525;1172358;10000
E525;1172359;10000
E525;1176171;10000
E525;1176173;10000
E525;1178020;10000
E525;1178021;10000
E525;1178023;10000
E525;1178024;10000
E525;1178025;10000
E525;1178026;10000
E525;1178027;10000
E525;1178028;10000
E525;1178029;10000
E525;1178030;10000
E525;1178033;10000
E525;1178035;10000
E525;1178036;10000
E525;1178037;10000
E525;1178407;10000
E525;1178408;10000
E525;1182410;10000
E525;1182962;10000
E525;1182963;10000
E525;1190862;10000
E525;1198194;10000
E525;1198195;10000
E525;1204397;10000
E525;1205122;10000
E525;1205123;10000
E525;1206381;10000
E525;1206382;10000
E525;1207666;10000
E525;1207667;10000
E525;1207668;10000
E525;1207669;10000
E525;1207670;10000
E525;1207671;10000
E525;1207673;10000
E525;1210080;10000
E525;1210081;10000
E525;1210082;10000
E525;1210083;10000
E525;1210084;10000
E525;1210085;10000
E525;1210086;10000
E525;1210087;10000
E525;1210088;10000
E525;1210089;10000
E525;1210090;10000
E525;1210091;10000
E525;1210092;10000
E525;1210095;10000
E525;1210096;10000
E525;1210097;10000
E525;1210098;10000
E525;1212563;10000
E525;1212564;10000
E525;1216775;10000
E525;1217819;10000
E525;1217820;10000
E525;1226223;10000
E525;1226224;10000
E525;1232847;10000
E525;1234926;10000
E525;1243833;10000
E525;1243834;10000
E525;1249492;10000
E525;1253952;10000
E525;1254214;10000
E525;1254215;10000
E525;1260279;10000
E525;1260281;10000
E525;1264926;10000
E525;1268285;10000
E525;1280902;10000
E525;1281708;10000
E525;1282504;10000
E525;1282505;10000
E525;1282506;10000
E525;1284787;10000
E525;1285011;10000
E525;1285012;10000
E525;1285013;10000
E525;1285014;10000
E525;1291023;10000
E525;1291944;10000
E525;1293870;10000
E525;1293685;10000
E525;1294404;10000
E525;1295031;10000
E525;1298725;10000
E525;1298726;10000
E525;1298727;10000
E525;1299345;10000
E525;1302704;10000
E525;1302705;10000
E525;1302706;10000
E525;1303145;10000
E525;1303146;10000
E525;1304438;10000
E525;1304439;10000
E525;1304440;10000
E525;1304441;10000
E525;1304442;10000
E525;1304443;10000
E525;1304444;10000
E525;1304445;10000
E525;1306133;10000
E525;1308075;10000
E525;1310634;10000
E525;1311942;10000
E525;1311943;10000
E525;1313248;10000
E525;1313249;10000
E525;1313744;10000
E525;1314285;10000
E525;1314608;10000
E525;1314610;10000
E525;1319950;10000
E525;1319525;10000
E525;1319530;10000
E525;1324037;10000
E525;1325303;10000
E525;1325304;10000
E525;1325305;10000
E525;1325302;10000
E525;1327721;10000
E525;1328414;10000
E525;1328415;10000
E525;1328359;10000
E525;1328341;10000
E525;1328358;10000
E525;1330618;10000
E525;1330838;10000
E525;1330839;10000
E525;1330840;10000
E525;1333084;10000
E525;1333324;10000
E525;1333083;10000
E525;1341511;10000
E525;1341512;10000
E525;1341513;10000
E525;1341514;10000
E525;1345075;10000
E525;1345076;10000
E525;1345434;10000
E525;1345435;10000
E525;1345436;10000
E525;1345437;10000
E525;1346505;10000
E525;1346506;10000
E525;1346685;10000
E525;1346686;10000
E525;1346687;10000
E525;1346688;10000
E525;1346689;10000
E525;1346690;10000
E525;1346691;10000
E525;1346692;10000
E525;1346693;10000
E525;1346694;10000
E525;1347068;10000
E525;1347069;10000
E525;1347070;10000
E525;1347364;10000
E525;1347365;10000
E525;1347366;10000
E525;1347367;10000
E525;1348093;10000
E525;1348094;10000
E525;1348095;10000
E525;1348923;10000
E525;1351187;10000
E525;1351188;10000
E525;1354167;10000
E525;1354168;10000
E525;1739026;10000
E525;2194034;10000
E525;1688717;10000
E525;1688732;10000
E525;1688748;10000
E525;1688755;10000
E525;1689775;10000
E525;1689776;10000
E525;1415109;10000
E525;2201062;10000
E525;2262471;10000
E525;1983412;10000
E525;1277632;10000
E525;1277683;10000
E525;1277684;10000
E525;1320506;10000
E525;459792;10000
E525;459793;10000
E525;459794;10000
E525;670724;10000
E525;670725;10000
E525;670726;10000
E525;670727;10000
E525;670728;10000
E525;670729;10000
E525;670730;10000
E525;670731;10000
E525;704088;10000
E525;750202;10000
E525;750203;10000
E525;780063;10000
E525;803774;10000
E525;803775;10000
E525;803773;10000
E525;807601;10000
E525;807602;10000
E525;819301;10000
E525;819302;10000
E525;819303;10000
E525;879095;10000
E525;888323;10000
E525;1039974;10000
E525;1093072;10000
E525;1093073;10000
E525;1093074;10000
E525;1093075;10000
E525;1093076;10000
E525;1093077;10000
E525;1187954;10000
E525;1187955;10000
E525;1187956;10000
E525;1187957;10000
E525;1204242;10000
E525;1230895;10000
E525;1230896;10000
E525;1265298;10000
E525;1344775;10000
E525;1344776;10000
E525;1277657;10000
E525;1277609;10000
E525;9008467;10000
E525;9008468;10000
E525;9008469;10000
E525;1090541;10000
E525;1274530;10000
E525;9013001;10000
E525;547018;10000
E525;547019;10000
E525;547023;10000
E525;547024;10000
E525;463402;10000
E525;1062813;10000
E525;1081800;10000
E525;1081817;10000
E525;1197455;10000
E525;1197456;10000
E525;1197457;10000
E525;1197458;10000
E525;1218292;10000
E525;1220455;10000
E525;1237648;10000
E525;1237649;10000
E525;1237650;10000
E525;1237651;10000
E525;1243819;10000
E525;1244838;10000
E525;1328085;10000
E525;1328086;10000
E525;1328087;10000
E525;1328088;10000
E525;1328089;10000
E525;1328090;10000
E525;1328091;10000
E525;1328092;10000
E525;1328093;10000
E525;1328094;10000
E525;1328073;10000
E525;1328074;10000
E525;1328075;10000
E525;1328076;10000
E525;1328077;10000
E525;1328078;10000
E525;1328079;10000
E525;1328080;10000
E525;1328081;10000
E525;1328082;10000
E525;1328083;10000
E525;1328084;10000
E525;1335908;10000
E525;1009350;10000
E525;1016324;10000
E525;1024708;10000
E525;1043943;10000
E525;1043944;10000
E525;1043949;10000
E525;1043950;10000
E525;1043952;10000
E525;1116450;10000
E525;1274524;10000
E525;1274526;10000
E525;1274527;10000
E525;1274528;10000
E525;1274529;10000
E525;1277654;10000
E525;1277655;10000
E525;1277690;10000
E525;1277612;10000
E525;1300058;10000
E525;1300064;10000
E525;1300065;10000
E525;1300066;10000
E525;1300067;10000
E525;9005859;10000
E525;9009530;10000
E525;9009531;10000
E525;9009684;10000
E525;9009685;10000
E525;9012965;10000
E525;195693;10000
E525;383494;10000
E525;1049820;10000
E525;1202216;10000
E525;1202217;10000
E525;1202218;10000
E525;1211044;10000
E525;1216662;10000
E525;1270472;10000
E525;1284120;10000
E525;1284124;10000
E525;1284125;10000
E525;1287237;10000
E525;1343772;10000
E525;9001438;10000
E525;9001440;10000
E525;9009609;10000
E525;9009312;10000
E525;9009553;10000
E525;9009555;10000
E525;9009556;10000
E525;9009557;10000
E525;9009563;10000
E525;9009568;10000
E525;9009569;10000
E525;9009570;10000
E525;835051;10000
E525;120369;10000
E525;119819;10000
E525;195186;10000
E525;642462;10000
E525;642463;10000
E525;827229;10000
E525;835550;10000
E525;835555;10000
E525;835556;10000
E525;835562;10000
E525;835563;10000
E525;835545;10000
E525;864682;10000
E525;864683;10000
E525;864678;10000
E525;864679;10000
E525;1043637;10000
E525;1055175;10000
E525;1069362;10000
E525;1140937;10000
E525;1188309;10000
E525;1188312;10000
E525;1188313;10000
E525;1188314;10000
E525;1344746;10000
E525;1344747;10000
E525;1300072;10000
E525;1300073;10000
E525;9008461;10000
E525;9008463;10000
E525;9008464;10000
E525;9008465;10000
E525;9011136;10000
E525;9011137;10000
E525;9011138;10000
E525;9012820;10000
E525;1344782;10000
E525;1344783;10000
E525;1344784;10000
E525;1344785;10000
E525;119610;10000
E525;120150;10000
E525;120151;10000
E525;120154;10000
E525;195733;10000
E525;204625;10000
E525;817232;10000
E525;817234;10000
E525;941007;10000
E525;1104989;10000
E525;1201184;10000
E525;1216029;10000
E525;1287235;10000
E525;1309304;10000
E525;1327621;10000
E525;1343769;10000
E525;1343770;10000
E525;1343771;10000
E525;1344777;10000
E525;1344744;10000
E525;1344745;10000
E525;1345522;10000
E525;9009610;10000
E525;9009611;10000
E525;9009612;10000
E525;9009613;10000
E525;9009614;10000
E525;9009615;10000
E525;9009616;10000
E525;9009652;10000
E525;119627;10000
E525;120325;10000
E525;120320;10000
E525;120324;10000
E525;193974;10000
E525;194022;10000
E525;194948;10000
E525;361028;10000
E525;441123;10000
E525;441124;10000
E525;494608;10000
E525;1201301;10000
E525;1216037;10000
E525;1216038;10000
E525;1216042;10000
E525;1216046;10000
E525;1284128;10000
E525;1284130;10000
E525;1344759;10000
E525;1344760;10000
E525;1344761;10000
E525;1344748;10000
E525;1344749;10000
E525;1344750;10000
E525;1344791;10000
E525;1344792;10000
E525;1344793;10000
E525;1344794;10000
E525;1344795;10000
E525;1345514;10000
E525;9001510;10000
E525;9001511;10000
E525;9001513;10000
E525;9001514;10000
E525;9006633;10000
E525;9006634;10000
E525;9006635;10000
E525;9006656;10000
E525;9006658;10000
E525;9006659;10000
E525;9009654;10000
E525;9012997;10000
E525;119718;10000
E525;119719;10000
E525;119720;10000
E525;119721;10000
E525;119722;10000
E525;119723;10000
E525;119724;10000
E525;676396;10000
