sellers;sku_sap;stock_seguridad
E525;1212294;1
E525;1212294;1
E525;1212781;1
E525;1212781;1
E525;1220501;1
E525;1220501;1
E525;1220502;1
E525;1220502;1
E525;1220503;1
E525;1220503;1
E525;1220505;1
E525;1220505;1
E525;1231821;1
E525;1231821;1
E525;1253400;1
E525;1253400;1
E525;1253861;1
E525;1253861;1
E525;1253870;1
E525;1253870;1
E525;1254954;1
E525;1254954;1
E525;1254954;1
E525;1254955;1
E525;1254955;1
E525;1254955;1
E525;1254962;1
E525;1254962;1
E525;1275235;1
E525;1275235;1
E525;1284451;1
E525;1284451;1
E525;130496;1
E525;130496;1
E525;1308904;1
E525;1308904;1
E525;131183;1
E525;131183;1
E525;131184;1
E525;131184;1
E525;132863;1
E525;132863;1
E525;716042;1
E525;716042;1
E525;716043;1
E525;716043;1
E525;716044;1
E525;716044;1
E525;716045;1
E525;716045;1
E525;852216;1
E525;852216;1
E760;1160513;1
E760;1160513;1
E760;1162694;1
E760;1162694;1
E760;1162695;1
E760;1162695;1
E760;1166908;1
E760;1166908;1
E760;1172900;1
E760;1172900;1
E760;1172901;1
E760;1172901;1
E760;1172902;1
E760;1172902;1
E760;1172903;1
E760;1172903;1
E760;1172905;1
E760;1172905;1
E760;1172906;1
E760;1172906;1
E760;1172907;1
E760;1172907;1
E760;1172908;1
E760;1172908;1
E760;1172909;1
E760;1172909;1
E760;1188048;1
E760;1188048;1
E760;1212294;1
E760;1212294;1
E760;1212781;1
E760;1212781;1
E760;1220501;1
E760;1220501;1
E760;1220502;1
E760;1220502;1
E760;1220503;1
E760;1220503;1
E760;1220505;1
E760;1220505;1
E760;1231821;1
E760;1231821;1
E760;1253400;1
E760;1253400;1
E760;1253861;1
E760;1253861;1
E760;1253870;1
E760;1253870;1
E760;1254954;1
E760;1254954;1
E760;1254954;1
E760;1254955;1
E760;1254955;1
E760;1254955;1
E760;1254962;1
E760;1254962;1
E760;1275235;1
E760;1275235;1
E760;1284451;1
E760;1284451;1
E760;130496;1
E760;130496;1
E760;1308904;1
E760;1308904;1
E760;131183;1
E760;131183;1
E760;131184;1
E760;131184;1
E760;132863;1
E760;132863;1
E760;716042;1
E760;716042;1
E760;716043;1
E760;716043;1
E760;716044;1
E760;716044;1
E760;716045;1
E760;716045;1
E760;852216;1
E760;852216;1
E983;1160513;1
E983;1160513;1
E983;1162694;1
E983;1162694;1
E983;1162695;1
E983;1162695;1
E983;1166908;1
E983;1166908;1
E983;1172900;1
E983;1172900;1
E983;1172901;1
E983;1172901;1
E983;1172902;1
E983;1172902;1
E983;1172903;1
E983;1172903;1
E983;1172905;1
E983;1172905;1
E983;1172906;1
E983;1172906;1
E983;1172907;1
E983;1172907;1
E983;1172908;1
E983;1172908;1
E983;1172909;1
E983;1172909;1
E983;1188048;1
E983;1188048;1
E983;1212294;1
E983;1212294;1
E983;1212781;1
E983;1212781;1
E983;1220501;1
E983;1220501;1
E983;1220502;1
E983;1220502;1
E983;1220503;1
E983;1220503;1
E983;1220505;1
E983;1220505;1
E983;1231821;1
E983;1231821;1
E983;1253400;1
E983;1253400;1
E983;1253861;1
E983;1253861;1
E983;1253870;1
E983;1253870;1
E983;1254954;1
E983;1254954;1
E983;1254954;1
E983;1254955;1
E983;1254955;1
E983;1254955;1
E983;1254962;1
E983;1254962;1
E983;1275235;1
E983;1275235;1
E983;1284451;1
E983;1284451;1
E983;130496;1
E983;130496;1
E983;1308904;1
E983;1308904;1
E983;131183;1
E983;131183;1
E983;131184;1
E983;131184;1
E983;132863;1
E983;132863;1
E983;716042;1
E983;716042;1
E983;716043;1
E983;716043;1
E983;716044;1
E983;716044;1
E983;716045;1
E983;716045;1
E983;852216;1
E983;852216;1
E511;1160513;1
E511;1160513;1
E511;1162694;1
E511;1162694;1
E511;1162695;1
E511;1162695;1
E511;1166908;1
E511;1166908;1
E511;1172900;1
E511;1172900;1
E511;1172901;1
E511;1172901;1
E511;1172902;1
E511;1172902;1
E511;1172903;1
E511;1172903;1
E511;1172905;1
E511;1172905;1
E511;1172906;1
E511;1172906;1
E511;1172907;1
E511;1172907;1
E511;1172908;1
E511;1172908;1
E511;1172909;1
E511;1172909;1
E511;1188048;1
E511;1188048;1
E511;1212294;1
E511;1212294;1
E511;1212781;1
E511;1212781;1
E511;1220501;1
E511;1220501;1
E511;1220502;1
E511;1220502;1
E511;1220503;1
E511;1220503;1
E511;1220505;1
E511;1220505;1
E511;1231821;1
E511;1231821;1
E511;1253400;1
E511;1253400;1
E511;1253861;1
E511;1253861;1
E511;1253870;1
E511;1253870;1
E511;1254954;1
E511;1254954;1
E511;1254954;1
E511;1254955;1
E511;1254955;1
E511;1254955;1
E511;1254962;1
E511;1254962;1
E511;1275235;1
E511;1275235;1
E511;1284451;1
E511;1284451;1
E511;130496;1
E511;130496;1
E511;1308904;1
E511;1308904;1
E511;131183;1
E511;131183;1
E511;131184;1
E511;131184;1
E511;132863;1
E511;132863;1
E511;716042;1
E511;716042;1
E511;716043;1
E511;716043;1
E511;716044;1
E511;716044;1
E511;716045;1
E511;716045;1
E511;852216;1
E511;852216;1
E592;1160513;1
E592;1160513;1
E592;1162694;1
E592;1162694;1
E592;1162695;1
E592;1162695;1
E592;1166908;1
E592;1166908;1
E592;1172900;1
E592;1172900;1
E592;1172901;1
E592;1172901;1
E592;1172902;1
E592;1172902;1
E592;1172903;1
E592;1172903;1
E592;1172905;1
E592;1172905;1
E592;1172906;1
E592;1172906;1
E592;1172907;1
E592;1172907;1
E592;1172908;1
E592;1172908;1
E592;1172909;1
E592;1172909;1
E592;1188048;1
E592;1188048;1
E592;1212294;1
E592;1212294;1
E592;1212781;1
E592;1212781;1
E592;1220501;1
E592;1220501;1
E592;1220502;1
E592;1220502;1
E592;1220503;1
E592;1220503;1
E592;1220505;1
E592;1220505;1
E592;1231821;1
E592;1231821;1
E592;1253400;1
E592;1253400;1
E592;1253861;1
E592;1253861;1
E592;1253870;1
E592;1253870;1
E592;1254954;1
E592;1254954;1
E592;1254954;1
E592;1254955;1
E592;1254955;1
E592;1254955;1
E592;1254962;1
E592;1254962;1
E592;1275235;1
E592;1275235;1
E592;1284451;1
E592;1284451;1
E592;130496;1
E592;130496;1
E592;1308904;1
E592;1308904;1
E592;131183;1
E592;131183;1
E592;131184;1
E592;131184;1
E592;132863;1
E592;132863;1
E592;716042;1
E592;716042;1
E592;716043;1
E592;716043;1
E592;716044;1
E592;716044;1
E592;716045;1
E592;716045;1
E592;852216;1
E592;852216;1
E619;1160513;1
E619;1160513;1
E619;1162694;1
E619;1162694;1
E619;1162695;1
E619;1162695;1
E619;1166908;1
E619;1166908;1
E619;1172900;1
E619;1172900;1
E619;1172901;1
E619;1172901;1
E619;1172902;1
E619;1172902;1
E619;1172903;1
E619;1172903;1
E619;1172905;1
E619;1172905;1
E619;1172906;1
E619;1172906;1
E619;1172907;1
E619;1172907;1
E619;1172908;1
E619;1172908;1
E619;1172909;1
E619;1172909;1
E619;1188048;1
E619;1188048;1
E619;1212294;1
E619;1212294;1
E619;1212781;1
E619;1212781;1
E619;1220501;1
E619;1220501;1
E619;1220502;1
E619;1220502;1
E619;1220503;1
E619;1220503;1
E619;1220505;1
E619;1220505;1
E619;1231821;1
E619;1231821;1
E619;1253400;1
E619;1253400;1
E619;1253861;1
E619;1253861;1
E619;1253870;1
E619;1253870;1
E619;1254954;1
E619;1254954;1
E619;1254954;1
E619;1254955;1
E619;1254955;1
E619;1254955;1
E619;1254962;1
E619;1254962;1
E619;1275235;1
E619;1275235;1
E619;1284451;1
E619;1284451;1
E619;130496;1
E619;130496;1
E619;1308904;1
E619;1308904;1
E619;131183;1
E619;131183;1
E619;131184;1
E619;131184;1
E619;132863;1
E619;132863;1
E619;716042;1
E619;716042;1
E619;716043;1
E619;716043;1
E619;716044;1
E619;716044;1
E619;716045;1
E619;716045;1
E619;852216;1
E619;852216;1
E522;1160513;1
E522;1160513;1
E522;1162694;1
E522;1162694;1
E522;1162695;1
E522;1162695;1
E522;1166908;1
E522;1166908;1
E522;1172900;1
E522;1172900;1
E522;1172901;1
E522;1172901;1
E522;1172902;1
E522;1172902;1
E522;1172903;1
E522;1172903;1
E522;1172905;1
E522;1172905;1
E522;1172906;1
E522;1172906;1
E522;1172907;1
E522;1172907;1
E522;1172908;1
E522;1172908;1
E522;1172909;1
E522;1172909;1
E522;1188048;1
E522;1188048;1
E522;1212294;1
E522;1212294;1
E522;1212781;1
E522;1212781;1
E522;1220501;1
E522;1220501;1
E522;1220502;1
E522;1220502;1
E522;1220503;1
E522;1220503;1
E522;1220505;1
E522;1220505;1
E522;1231821;1
E522;1231821;1
E522;1253400;1
E522;1253400;1
E522;1253861;1
E522;1253861;1
E522;1253870;1
E522;1253870;1
E522;1254954;1
E522;1254954;1
E522;1254954;1
E522;1254955;1
E522;1254955;1
E522;1254955;1
E522;1254962;1
E522;1254962;1
E522;1275235;1
E522;1275235;1
E522;1284451;1
E522;1284451;1
E522;130496;1
E522;130496;1
E522;1308904;1
E522;1308904;1
E522;131183;1
E522;131183;1
E522;131184;1
E522;131184;1
E522;132863;1
E522;132863;1
E522;716042;1
E522;716042;1
E522;716043;1
E522;716043;1
E522;716044;1
E522;716044;1
E522;716045;1
E522;716045;1
E522;852216;1
E522;852216;1
E775;1160513;1
E775;1160513;1
E775;1162694;1
E775;1162694;1
E775;1162695;1
E775;1162695;1
E775;1166908;1
E775;1166908;1
E775;1172900;1
E775;1172900;1
E775;1172901;1
E775;1172901;1
E775;1172902;1
E775;1172902;1
E775;1172903;1
E775;1172903;1
E775;1172905;1
E775;1172905;1
E775;1172906;1
E775;1172906;1
E775;1172907;1
E775;1172907;1
E775;1172908;1
E775;1172908;1
E775;1172909;1
E775;1172909;1
E775;1188048;1
E775;1188048;1
E775;1212294;1
E775;1212294;1
E775;1212781;1
E775;1212781;1
E775;1220501;1
E775;1220501;1
E775;1220502;1
E775;1220502;1
E775;1220503;1
E775;1220503;1
E775;1220505;1
E775;1220505;1
E775;1231821;1
E775;1231821;1
E775;1253400;1
E775;1253400;1
E775;1253861;1
E775;1253861;1
E775;1253870;1
E775;1253870;1
E775;1254954;1
E775;1254954;1
E775;1254954;1
E775;1254955;1
E775;1254955;1
E775;1254955;1
E775;1254962;1
E775;1254962;1
E775;1275235;1
E775;1275235;1
E775;1284451;1
E775;1284451;1
E775;130496;1
E775;130496;1
E775;1308904;1
E775;1308904;1
E775;131183;1
E775;131183;1
E775;131184;1
E775;131184;1
E775;132863;1
E775;132863;1
E775;716042;1
E775;716042;1
E775;716043;1
E775;716043;1
E775;716044;1
E775;716044;1
E775;716045;1
E775;716045;1
E775;852216;1
E775;852216;1
E748;1160513;1
E748;1160513;1
E748;1162694;1
E748;1162694;1
E748;1162695;1
E748;1162695;1
E748;1166908;1
E748;1166908;1
E748;1172900;1
E748;1172900;1
E748;1172901;1
E748;1172901;1
E748;1172902;1
E748;1172902;1
E748;1172903;1
E748;1172903;1
E748;1172905;1
E748;1172905;1
E748;1172906;1
E748;1172906;1
E748;1172907;1
E748;1172907;1
E748;1172908;1
E748;1172908;1
E748;1172909;1
E748;1172909;1
E748;1188048;1
E748;1188048;1
E748;1212294;1
E748;1212294;1
E748;1212781;1
E748;1212781;1
E748;1220501;1
E748;1220501;1
E748;1220502;1
E748;1220502;1
E748;1220503;1
E748;1220503;1
E748;1220505;1
E748;1220505;1
E748;1231821;1
E748;1231821;1
E748;1253400;1
E748;1253400;1
E748;1253861;1
E748;1253861;1
E748;1253870;1
E748;1253870;1
E748;1254954;1
E748;1254954;1
E748;1254954;1
E748;1254955;1
E748;1254955;1
E748;1254955;1
E748;1254962;1
E748;1254962;1
E748;1275235;1
E748;1275235;1
E748;1284451;1
E748;1284451;1
E748;130496;1
E748;130496;1
E748;1308904;1
E748;1308904;1
E748;131183;1
E748;131183;1
E748;131184;1
E748;131184;1
E748;132863;1
E748;132863;1
E748;716042;1
E748;716042;1
E748;716043;1
E748;716043;1
E748;716044;1
E748;716044;1
E748;716045;1
E748;716045;1
E748;852216;1
E748;852216;1
E506;1160513;1
E506;1160513;1
E506;1162694;1
E506;1162694;1
E506;1162695;1
E506;1162695;1
E506;1166908;1
E506;1166908;1
E506;1172900;1
E506;1172900;1
E506;1172901;1
E506;1172901;1
E506;1172902;1
E506;1172902;1
E506;1172903;1
E506;1172903;1
E506;1172905;1
E506;1172905;1
E506;1172906;1
E506;1172906;1
E506;1172907;1
E506;1172907;1
E506;1172908;1
E506;1172908;1
E506;1172909;1
E506;1172909;1
E506;1188048;1
E506;1188048;1
E506;1212294;1
E506;1212294;1
E506;1212781;1
E506;1212781;1
E506;1220501;1
E506;1220501;1
E506;1220502;1
E506;1220502;1
E506;1220503;1
E506;1220503;1
E506;1220505;1
E506;1220505;1
E506;1231821;1
E506;1231821;1
E506;1253400;1
E506;1253400;1
E506;1253861;1
E506;1253861;1
E506;1253870;1
E506;1253870;1
E506;1254954;1
E506;1254954;1
E506;1254954;1
E506;1254955;1
E506;1254955;1
E506;1254955;1
E506;1254962;1
E506;1254962;1
E506;1275235;1
E506;1275235;1
E506;1284451;1
E506;1284451;1
E506;130496;1
E506;130496;1
E506;1308904;1
E506;1308904;1
E506;131183;1
E506;131183;1
E506;131184;1
E506;131184;1
E506;132863;1
E506;132863;1
E506;716042;1
E506;716042;1
E506;716043;1
E506;716043;1
E506;716044;1
E506;716044;1
E506;716045;1
E506;716045;1
E506;852216;1
E506;852216;1
E518;1160513;1
E518;1160513;1
E518;1162694;1
E518;1162694;1
E518;1162695;1
E518;1162695;1
E518;1166908;1
E518;1166908;1
E518;1172900;1
E518;1172900;1
E518;1172901;1
E518;1172901;1
E518;1172902;1
E518;1172902;1
E518;1172903;1
E518;1172903;1
E518;1172905;1
E518;1172905;1
E518;1172906;1
E518;1172906;1
E518;1172907;1
E518;1172907;1
E518;1172908;1
E518;1172908;1
E518;1172909;1
E518;1172909;1
E518;1188048;1
E518;1188048;1
E518;1212294;1
E518;1212294;1
E518;1212781;1
E518;1212781;1
E518;1220501;1
E518;1220501;1
E518;1220502;1
E518;1220502;1
E518;1220503;1
E518;1220503;1
E518;1220505;1
E518;1220505;1
E518;1231821;1
E518;1231821;1
E518;1253400;1
E518;1253400;1
E518;1253861;1
E518;1253861;1
E518;1253870;1
E518;1253870;1
E518;1254954;1
E518;1254954;1
E518;1254954;1
E518;1254955;1
E518;1254955;1
E518;1254955;1
E518;1254962;1
E518;1254962;1
E518;1275235;1
E518;1275235;1
E518;1284451;1
E518;1284451;1
E518;130496;1
E518;130496;1
E518;1308904;1
E518;1308904;1
E518;131183;1
E518;131183;1
E518;131184;1
E518;131184;1
E518;132863;1
E518;132863;1
E518;716042;1
E518;716042;1
E518;716043;1
E518;716043;1
E518;716044;1
E518;716044;1
E518;716045;1
E518;716045;1
E518;852216;1
E518;852216;1
E781;1160513;1
E781;1160513;1
E781;1162694;1
E781;1162694;1
E781;1162695;1
E781;1162695;1
E781;1166908;1
E781;1166908;1
E781;1172900;1
E781;1172900;1
E781;1172901;1
E781;1172901;1
E781;1172902;1
E781;1172902;1
E781;1172903;1
E781;1172903;1
E781;1172905;1
E781;1172905;1
E781;1172906;1
E781;1172906;1
E781;1172907;1
E781;1172907;1
E781;1172908;1
E781;1172908;1
E781;1172909;1
E781;1172909;1
E781;1188048;1
E781;1188048;1
E781;1212294;1
E781;1212294;1
E781;1212781;1
E781;1212781;1
E781;1220501;1
E781;1220501;1
E781;1220502;1
E781;1220502;1
E781;1220503;1
E781;1220503;1
E781;1220505;1
E781;1220505;1
E781;1231821;1
E781;1231821;1
E781;1253400;1
E781;1253400;1
E781;1253861;1
E781;1253861;1
E781;1253870;1
E781;1253870;1
E781;1254954;1
E781;1254954;1
E781;1254954;1
E781;1254955;1
E781;1254955;1
E781;1254955;1
E781;1254962;1
E781;1254962;1
E781;1275235;1
E781;1275235;1
E781;1284451;1
E781;1284451;1
E781;130496;1
E781;130496;1
E781;1308904;1
E781;1308904;1
E781;131183;1
E781;131183;1
E781;131184;1
E781;131184;1
E781;132863;1
E781;132863;1
E781;716042;1
E781;716042;1
E781;716043;1
E781;716043;1
E781;716044;1
E781;716044;1
E781;716045;1
E781;716045;1
E781;852216;1
E781;852216;1
E513;1160513;1
E513;1160513;1
E513;1162694;1
E513;1162694;1
E513;1162695;1
E513;1162695;1
E513;1166908;1
E513;1166908;1
E513;1172900;1
E513;1172900;1
E513;1172901;1
E513;1172901;1
E513;1172902;1
E513;1172902;1
E513;1172903;1
E513;1172903;1
E513;1172905;1
E513;1172905;1
E513;1172906;1
E513;1172906;1
E513;1172907;1
E513;1172907;1
E513;1172908;1
E513;1172908;1
E513;1172909;1
E513;1172909;1
E513;1188048;1
E513;1188048;1
E513;1212294;1
E513;1212294;1
E513;1212781;1
E513;1212781;1
E513;1220501;1
E513;1220501;1
E513;1220502;1
E513;1220502;1
E513;1220503;1
E513;1220503;1
E513;1220505;1
E513;1220505;1
E513;1231821;1
E513;1231821;1
E513;1253400;1
E513;1253400;1
E513;1253861;1
E513;1253861;1
E513;1253870;1
E513;1253870;1
E513;1254954;1
E513;1254954;1
E513;1254954;1
E513;1254955;1
E513;1254955;1
E513;1254955;1
E513;1254962;1
E513;1254962;1
E513;1275235;1
E513;1275235;1
E513;1284451;1
E513;1284451;1
E513;130496;1
E513;130496;1
E513;1308904;1
E513;1308904;1
E513;131183;1
E513;131183;1
E513;131184;1
E513;131184;1
E513;132863;1
E513;132863;1
E513;716042;1
E513;716042;1
E513;716043;1
E513;716043;1
E513;716044;1
E513;716044;1
E513;716045;1
E513;716045;1
E513;852216;1
E513;852216;1
E514;1160513;1
E514;1160513;1
E514;1162694;1
E514;1162694;1
E514;1162695;1
E514;1162695;1
E514;1166908;1
E514;1166908;1
E514;1172900;1
E514;1172900;1
E514;1172901;1
E514;1172901;1
E514;1172902;1
E514;1172902;1
E514;1172903;1
E514;1172903;1
E514;1172905;1
E514;1172905;1
E514;1172906;1
E514;1172906;1
E514;1172907;1
E514;1172907;1
E514;1172908;1
E514;1172908;1
E514;1172909;1
E514;1172909;1
E514;1188048;1
E514;1188048;1
E514;1212294;1
E514;1212294;1
E514;1212781;1
E514;1212781;1
E514;1220501;1
E514;1220501;1
E514;1220502;1
E514;1220502;1
E514;1220503;1
E514;1220503;1
E514;1220505;1
E514;1220505;1
E514;1231821;1
E514;1231821;1
E514;1253400;1
E514;1253400;1
E514;1253861;1
E514;1253861;1
E514;1253870;1
E514;1253870;1
E514;1254954;1
E514;1254954;1
E514;1254954;1
E514;1254955;1
E514;1254955;1
E514;1254955;1
E514;1254962;1
E514;1254962;1
E514;1275235;1
E514;1275235;1
E514;1284451;1
E514;1284451;1
E514;130496;1
E514;130496;1
E514;1308904;1
E514;1308904;1
E514;131183;1
E514;131183;1
E514;131184;1
E514;131184;1
