sellers;sku_sap;stock_seguridad;warehouse
E518;1204014;10000
E518;1292818;10000
E518;1315298;10000
E518;1315299;10000
E518;1316400;10000
E518;1350173;10000
E518;1277248;10000
E518;1288123;10000
E518;1288124;10000
E518;1288125;10000
E518;1288256;10000
E518;1299255;10000
E518;1315743;10000
E518;1315880;10000
E518;1315881;10000
E518;1315882;10000
E518;1315883;10000
E518;1315884;10000
E518;813070;10000
E518;836034;10000
E518;859063;10000
E518;905736;10000
E518;1060411;10000
E518;1060413;10000
E518;1087160;10000
E518;1118015;10000
E518;1127580;10000
E518;1132884;10000
E518;1147937;10000
E518;1147938;10000
E518;1173903;10000
E518;1178954;10000
E518;1228236;10000
E518;1228237;10000
E518;1243798;10000
E518;1281606;10000
E518;1281607;10000
E518;1281608;10000
E518;1281609;10000
E518;1281610;10000
E518;1233902;10000
E518;1233903;10000
E518;1233904;10000
E518;1233905;10000
E518;1233906;10000
E518;1233907;10000
E518;1233908;10000
E518;1233909;10000
E518;1233910;10000
E518;1233911;10000
E518;1233912;10000
E518;1268313;10000
E518;1295602;10000
E518;1193627003;10000
E518;1264542;10000
E518;1264543;10000
E518;1272007;10000
E518;1286424;10000
E518;1316409;10000
E518;1338535;10000
E518;1338536;10000
E518;1340371;10000
E518;1340752;10000
E518;1113701;10000
E518;1244850;10000
E518;1256123;10000
E518;1256126;10000
E518;1256127;10000
E518;1263542;10000
E518;1277260;10000
E518;1277283;10000
E518;1287978;10000
E518;1288029;10000
E518;1288030;10000
E518;1288031;10000
E518;1288033;10000
E518;1299279;10000
E518;1302142;10000
E518;1316739;10000
E518;1316740;10000
E518;1280871;10000
E518;1280909;10000
E518;1311047;10000
E518;1311048;10000
E518;1311045;10000
E518;1311046;10000
E518;1315594;10000
E518;1315595;10000
E518;1315596;10000
E518;1316405;10000
E518;1316406;10000
E518;1316407;10000
E518;1340372;10000
E518;1340373;10000
E518;1345264;10000
E518;1349120;10000
E518;1187399;10000
E518;1188850;10000
E518;1254585;10000
E518;1254592;10000
E518;1254598;10000
E518;1277251;10000
E518;1288037;10000
E518;1288038;10000
E518;1288039;10000
E518;1288042;10000
E518;1288043;10000
E518;1288046;10000
E518;1288047;10000
E518;1288048;10000
E518;1288011;10000
E518;1288012;10000
E518;1288013;10000
E518;1288014;10000
E518;1288015;10000
E518;1288016;10000
E518;1299280;10000
E518;1305091;10000
E518;1305094;10000
E518;1305096;10000
E518;1316723;10000
E518;1316725;10000
E518;1316726;10000
E518;1316727;10000
E518;1316728;10000
E518;1316729;10000
E518;1316730;10000
E518;1316733;10000
E518;1316734;10000
E518;1316735;10000
E518;1316736;10000
E518;1316737;10000
E518;1124207;10000
E518;1187510;10000
E518;1188191;10000
E518;1188805;10000
E518;1188819;10000
E518;1188820;10000
E518;1256103;10000
E518;1256106;10000
E518;1256108;10000
E518;1256207;10000
E518;1277986;10000
E518;1287287;10000
E518;1288080;10000
E518;1288025;10000
E518;1315923;10000
E518;1315925;10000
E518;1315926;10000
E518;1315927;10000
E518;1315928;10000
E518;1315931;10000
E518;1315932;10000
E518;1263793;10000
E518;1264501;10000
E518;1159175;10000
E518;1219259;10000
E518;1256192;10000
E518;1256199;10000
E518;1256205;10000
E518;1261410;10000
E518;1287284;10000
E518;1288093;10000
E518;1288094;10000
E518;1288095;10000
E518;1288096;10000
