sellers;sku_sap;stock_seguridad;warehouse
E599;10000000;4;0001
E874;100012;4
E874;142314;3
E874;142315;3
E874;142316;3
E874;142317;3
E874;142318;3
E874;142319;3
E874;142320;3
E874;142321;3
E874;142322;3
E874;1425604;3
E874;142864;3
E874;142881;3
E874;142882;3
E874;143225;3
E874;143226;3
E874;143227;3
E874;143228;3
E874;143229;3
E874;143432;3
E874;143433;3
E874;143434;3
E874;143435;3
E874;143436;3
E874;143447;3
E874;143448;3
E874;143449;3
E874;143450;3
E874;143451;3
E874;143452;3
E874;143453;3
E874;143454;3
E874;143455;3
E874;143467;3
E874;143468;3
E874;143470;3
E874;143476;3
E874;143485;3
E874;143491;3
E874;143544;3
E874;143546;3
E874;143548;3
E874;143553;3
E874;143555;3
E874;143556;3
E874;143568;3
E874;143707;3
E874;143712;3
E874;143714;3
E874;143716;3
E874;381789;3
E874;381790;3
E874;381791;3
E874;381792;3
E874;381793;3
E874;381794;3
E874;381795;3
E874;381796;3
E874;381797;3
E874;381798;3
E874;381799;3
E874;381800;3
E874;381802;3
E874;381803;3
E874;381805;3
E874;381806;3
E874;381807;3
E874;381809;3
E874;381810;3
E874;381811;3
E874;381813;3
E874;381814;3
E874;381815;3
E874;381816;3
E874;381817;3
E874;381818;3
E874;381819;3
E874;381820;3
E874;381821;3
E874;381822;3
E874;381823;3
E874;381824;3
E874;381825;3
E874;381826;3
E874;381827;3
E874;381828;3
E874;1353262;3
E874;236046;3
E874;236047;3
E874;236055;3
E874;236056;3
E874;236057;3
E874;236058;3
E874;236059;3
E874;236061;3
E874;236062;3
E874;236063;3
E874;236064;3
E874;236065;3
E874;236067;3
E874;236068;3
E874;236069;3
E874;236070;3
E874;236071;3
E874;236074;3
E874;236075;3
E874;236076;3
E874;236077;3
E874;236078;3
E874;236080;3
E874;236081;3
E874;236082;3
E874;236083;3
E874;236084;3
E874;236085;3
E874;236086;3
E874;236087;3
E874;236113;3
E874;236114;3
E874;236115;3
E874;236116;3
E874;236117;3
E874;236118;3
E874;236120;3
E874;236122;3
E874;236180;3
E874;236181;3
E874;236182;3
E874;236234;3
E874;236579;3
E874;236581;3
E874;236583;3
E874;236584;3
E874;236853;3
E874;236854;3
E874;236857;3
E874;236858;3
E874;236859;3
E874;236860;3
E874;236861;3
E874;236862;3
E874;236863;3
E874;236864;3
E874;236865;3
E874;236869;3
E874;236870;3
E874;236871;3
E874;236872;3
E874;237000;3
E874;814560;3
E874;814561;3
E874;814562;3
E874;814563;3
E874;815502;3
E874;815630;3
E874;237001;3
E874;237002;3
E874;237004;3
E874;237006;3
E874;237007;3
E874;237008;3
E874;237009;3
E874;237016;3
E874;237017;3
E874;237018;3
E874;237020;3
E874;237021;3
E874;237022;3
E874;237023;3
E874;237024;3
E874;237025;3
E874;237026;3
E874;237032;3
E874;237033;3
E874;237034;3
E874;277163;3
E874;277301;3
E874;277507;3
E874;277909;3
E874;277960;3
E874;278118;3
E874;278119;3
E874;278120;3
E874;278240;3
E874;278241;3
E874;278448;3
E874;278648;3
E874;704250;3
E874;704251;3
E874;704252;3
E874;704253;3
E874;704254;3
E874;704255;3
E874;704256;3
E874;704257;3
E874;704258;3
E874;704259;3
E874;704260;3
E874;704261;3
E874;704262;3
E874;704263;3
E874;704264;3
E874;704265;3
E874;704266;3
E874;710467002;3
E874;710469;3
E874;710470;3
E874;710471;3
E874;710472;3
E874;713045;3
E874;713221;3
E874;713418;3
E874;713427;3
E874;713431;3
E874;713487;3
E874;716658;3
E874;716659;3
E874;719633;3
E874;719637;3
E874;726045;3
E874;726046;3
E874;726047;3
E874;726048;3
E874;726049;3
E874;726050;3
E874;726053;3
E874;726054;3
E874;726058;3
E874;726062;3
E874;726065;3
E874;726066;3
E874;726067;3
E874;726075;3
E874;728539;3
E874;728540;3
E874;729055;3
E874;729056;3
E874;729057;3
E874;729058;3
E874;729063;3
E874;729064;3
E874;729143;3
E874;729147;3
E874;730758;3
E874;730759;3
E874;730761;3
E874;730769;3
E874;730967;3
E874;731086;3
E874;810712;3
E874;811366;3
E874;811367;3
E874;811368;3
E874;811369;3
E874;811370;3
E874;917877;3
E874;917996;3
E874;918146;3
E874;918150;3
E874;918280;3
E874;918281;3
E874;918308;3
E874;918483;3
E874;918484;3
E874;918485;3
E874;918486;3
E874;918850;3
E874;918861;3
E874;918916;3
E874;919027;3
E874;919402;3
E874;919666;3
E874;919667;3
E874;919668;3
E874;919730;3
E874;919766;3
E874;919767;3
E874;919769;3
E874;919951;3
E874;919954;3
E874;919956;3
E874;919982;3
E874;919997;3
E874;920005;3
E874;920006;3
E874;920128;3
E874;920129;3
E874;920134;3
E874;920135;3
E874;920137;3
E874;920138;3
E874;920141;3
E874;920151;3
E874;920192;3
E874;920193;3
E874;920195;3
E874;920202;3
E874;939609;3
E874;939630;3
E874;939631;3
E874;939642;3
E874;939828;3
E874;939848;3
E874;939849;3
E879;1081817;3
E879;108202;3
E879;1082028;3
E879;1082029;3
E879;108203;3
E879;1082031;3
E879;108210;3
E879;108213;3
E879;108215;3
E879;108216;3
E879;108217;3
E879;1082171;3
E879;1082172;3
E879;108218;3
E879;108219;3
E879;108220;3
E879;108223;3
E879;108224;3
E879;1082269;3
E879;108227;3
E879;1082273;3
E879;1082274;3
E879;108239;3
E879;108240;3
E879;108247;3
E879;1082518;3
E879;1082523;3
E879;108257;3
E879;1082617;3
E879;1082708;3
E879;1082715;3
E879;1082739;3
E879;1082740;3
E879;1082741;3
E879;1082742;1
E879;1082745;3
E879;1082747;3
E879;1082751;3
E879;1082785;3
E879;1082787;3
E879;1082907;3
E879;1082924;3
E879;1082925;3
E879;1082951;3
E879;1083004;3
E879;1083026;3
E879;1083030;3
E879;1083037;1
E879;1083038;3
E879;1083039;1
E879;1083040;1
E879;1083041;1
E879;1083042;3
E879;1083043;3
E879;1083044;3
E879;1083045;3
E879;1083046;3
E879;1083048;3
E879;1083049;3
E879;1083050;3
E879;1083051;3
E879;1083052;3
E879;1083053;3
E879;1083055;3
E879;1083056;3
E879;1083057;3
E879;1083058;1
E879;1083059;1
E879;1083060;1
E879;1083061;1
E879;1083062;3
E879;1083063;3
E879;1083066;3
E879;1083067;3
E879;108308;3
E879;108309;3
E879;1090891;3
E879;1090892;3
E879;1090893;3
E879;1090894;3
E879;1090895;3
E879;1090896;3
E879;1090897;3
E879;1090898;3
E879;1090899;3
E879;1090908001;3
E879;1090908002;3
E879;1090908003;3
E879;1090908004;3
E879;1090908005;3
E879;1127230;3
E879;1127259;3
E879;1127267;3
E879;1127276;3
E879;1127277;3
E879;1127292;3
E879;1127406;3
E879;1127475;3
E879;1127478;3
E879;1127490;3
E879;1127571;3
E879;1127572;3
E879;1127573;3
E879;1127574;3
E879;1127575;3
E879;1127576;3
E879;1127577;3
E879;1127578;3
E879;1127579;3
E879;1127580;3
E879;1127583;3
E879;1127584;3
E879;1127585;3
E879;1127703;3
E879;1127713;3
E879;1127715;3
E879;1127719;3
E879;1127746;3
E879;1127747;3
E879;1127748;3
E879;1127749;3
E879;1127750;3
E879;1127751;3
E874;816102;3
E874;816506;3
E874;816507;3
E874;816552;3
E874;816635;3
E874;817066;3
E874;835589;3
E874;835601;3
E874;835602;3
E874;835603;3
E874;835604;3
E874;835605;3
E874;835611;3
E874;835773;3
E874;836028;3
E874;836030;3
E874;836034;3
E874;836043;3
E874;836044;3
E874;836045;3
E874;836047;3
E874;836048;3
E874;836049;3
E874;837006;3
E874;838197;3
E874;838198;3
E874;838199;3
E874;838204;3
E874;838207;3
E874;838208;3
E874;838209;3
E874;838210;3
E874;838212;3
